Dataset:              Infaunal Abundance - Summary by Station and Taxon
File Name:            CP_BEN_T.txt
Date Created:         01OCT1999
# Variables:          7
# Header Records:     17
# Data Records:       6596
Missing Value Symbol: .

Variables:    STA_NAME     Carolinian Province Office Station Name
              DATE         Sample collection date (YYMMDD)
              COD_EMAP     Carolinian Province Office Taxonomic Code
              N_GRABS      Number of grabs
              T_ABN        Total abundance (#)
              M_ABN        Mean abundance (#)
              SD_ABN       Std. dev. of abundance

STA_NAME;DATE;COD_EMAP;N_GRABS;T_ABN;M_ABN;SD_ABN
CP94009;940801;PODALEVI;2;16;8.00;9.90
CP94009;940801;PODAOBSC;1;1;1.00;.
CP94009;940801;PORIXSP3;2;2;1.00;0.00
CP94009;940801;SCOLRUBR;2;4;2.00;1.41
CP94009;940801;SPHALABY;1;3;3.00;.
CP94009;940801;SPIOOCUL;1;1;1.00;.
CP94009;940801;STREBENE;1;56;56.00;.
CP94009;940801;XXXXHESI;1;1;1.00;.
CP94009;940801;XXXXNEMA;2;2;1.00;0.00
CP94009;940801;XXXXSPIO;1;2;2.00;.
CP94009;940801;XXXXTUBI;1;10;10.00;.
CP94010;940817;DIOPCUPR;1;1;1.00;.
CP94010;940817;EUPLCAUD;1;1;1.00;.
CP94010;940817;GLYCSOLI;1;3;3.00;.
CP94010;940817;LEITFRAG;1;1;1.00;.
CP94010;940817;LEITXSPP;1;1;1.00;.
CP94010;940817;LIMNBARN;1;5;5.00;.
CP94010;940817;MEDIAMBI;1;6;6.00;.
CP94010;940817;MEDIXSPP;2;3;1.50;0.71
CP94010;940817;MULILATE;2;396;198.00;82.02
CP94010;940817;NEANSUCC;2;18;9.00;4.24
CP94010;940817;OGYRALPH;1;1;1.00;.
CP94010;940817;PARAPINN;2;35;17.50;13.44
CP94010;940817;PECTGOUL;1;1;1.00;.
CP94010;940817;PHASSTRO;2;3;1.50;0.71
CP94010;940817;PHORARCH;1;1;1.00;.
CP94010;940817;PHORXSPP;1;2;2.00;.
CP94010;940817;PODALEVI;2;10;5.00;2.83
CP94010;940817;PORIXSP3;1;1;1.00;.
CP94010;940817;PRIOPERK;1;1;1.00;.
CP94010;940817;SCOLRUBR;1;2;2.00;.
CP94010;940817;SPIOOCUL;1;3;3.00;.
CP94010;940817;STREBENE;2;11;5.50;6.36
CP94010;940817;XXXXANTH;1;5;5.00;.
CP94010;940817;XXXXHESI;1;1;1.00;.
CP94010;940817;XXXXNEMA;1;1;1.00;.
CP94010;940817;XXXXTUBI;2;19;9.50;9.19
CP94011;940817;ACTECANA;2;15;7.50;7.78
CP94011;940817;AMYGPAPY;2;6;3.00;0.00
CP94011;940817;BRACEXUS;2;2;1.00;0.00
CP94011;940817;BULLSTRI;1;1;1.00;.
CP94011;940817;CAECPULC;2;14;7.00;4.24
CP94011;940817;CAPICAPI;2;5;2.50;0.71
CP94011;940817;CAPIJONE;1;1;1.00;.
CP94011;940817;CARIXSP2;1;3;3.00;.
CP94011;940817;CERABENT;1;1;1.00;.
CP94011;940817;CHIOCANC;2;9;4.50;0.71
CP94011;940817;COROBACO;1;1;1.00;.
CP94011;940817;DIOPCUPR;2;22;11.00;4.24
CP94011;940817;EMPLXSP1;1;7;7.00;.
CP94011;940817;EXOGDISP;1;1;1.00;.
CP94011;940817;GLYCSOLI;2;17;8.50;0.71
CP94011;940817;GRANBONN;2;2;1.00;0.00
CP94011;940817;GRUBCLAV;1;1;1.00;.
CP94011;940817;HAMISUCC;1;1;1.00;.
CP94011;940817;HOLOXSP1;1;1;1.00;.
CP94011;940817;KINBSIMO;1;1;1.00;.
CP94011;940817;MEDIAMBI;2;87;43.50;20.51
CP94011;940817;MEDIXSPP;2;20;10.00;0.00
CP94011;940817;MULILATE;2;7;3.50;0.71
CP94011;940817;NASSVIBE;1;1;1.00;.
CP94011;940817;ODOSXSP2;1;1;1.00;.
CP94011;940817;OPHIFILO;2;4;2.00;0.00
CP94011;940817;OXYUSMIT;2;11;5.50;2.12
CP94011;940817;PARATRIQ;2;10;5.00;4.24
CP94011;940817;PECTGOUL;1;1;1.00;.
CP94011;940817;PHASSTRO;2;33;16.50;6.36
CP94011;940817;PHORARCH;2;29;14.50;0.71
CP94011;940817;PODAOBSC;1;1;1.00;.
CP94011;940817;POLYCSPP;1;1;1.00;.
CP94011;940817;PRUNAPIC;1;1;1.00;.
CP94011;940817;SCOLETEX;2;16;8.00;0.00
CP94011;940817;SCOLRUBR;2;8;4.00;0.00
CP94011;940817;STREBENE;2;6;3.00;0.00
CP94011;940817;TECTXXSP;2;2;1.00;0.00
CP94011;940817;TUBUXSP1;1;1;1.00;.
CP94011;940817;TUBUXSP3;1;1;1.00;.
CP94011;940817;XXXXANTH;1;1;1.00;.
CP94011;940817;XXXXEUNI;1;1;1.00;.
CP94011;940817;XXXXNEMA;2;2;1.00;0.00
CP94011;940817;XXXXONUP;1;3;3.00;.
CP94012;940818;ACTECANA;2;9;4.50;2.12
CP94012;940818;AMERBIGE;1;2;2.00;.
CP94012;940818;AMPEABDI;1;105;105.00;.
CP94012;940818;AMPEVADO;1;24;24.00;.
CP94012;940818;AMYGPAPY;2;34;17.00;0.00
CP94012;940818;ASTYLUNA;1;2;2.00;.
CP94012;940818;AXIOSQUA;1;1;1.00;.
CP94012;940818;BRACEXUS;1;1;1.00;.
CP94012;940818;CAECPULC;2;73;36.50;16.26
CP94012;940818;CAPICAPI;1;2;2.00;.
CP94012;940818;CERABENT;1;2;2.00;.
CP94012;940818;CHIOCANC;1;1;1.00;.
CP94012;940818;COROACHE;1;5;5.00;.
CP94012;940818;COROBACO;1;6;6.00;.
CP94012;940818;CREPCONV;1;1;1.00;.
CP94012;940818;CYCLVARI;2;20;10.00;0.00
CP94012;940818;DIOPCUPR;2;6;3.00;2.83
CP94012;940818;DYNAXXSP;1;1;1.00;.
CP94012;940818;EDOTTRIL;2;4;2.00;1.41
CP94012;940818;EMPLXSP1;2;12;6.00;1.41
CP94012;940818;EPITXSP1;1;1;1.00;.
CP94012;940818;ERICBRAS;2;94;47.00;5.66
CP94012;940818;ERYCXSP1;1;2;2.00;.
CP94012;940818;EULIXSP1;1;1;1.00;.
CP94012;940818;GLYCSOLI;2;3;1.50;0.71
CP94012;940818;GRANBONN;2;9;4.50;4.95
CP94012;940818;KINBSIMO;2;9;4.50;2.12
CP94012;940818;LAEVMORT;2;3;1.50;0.71
CP94012;940818;LEPTTENU;2;2;1.00;0.00
CP94012;940818;LEPTXSPP;1;1;1.00;.
CP94012;940818;LIMNBARN;1;1;1.00;.
CP94012;940818;LIMNRUBI;1;3;3.00;.
CP94012;940818;LISTBARN;2;4;2.00;1.41
CP94012;940818;LYSIALBA;2;2;1.00;0.00
CP94012;940818;MEDIAMBI;2;3;1.50;0.71
CP94012;940818;MEDICALI;1;1;1.00;.
CP94012;940818;MEDIXSPP;1;6;6.00;.
CP94012;940818;MULILATE;2;14;7.00;5.66
CP94012;940818;NASSVIBE;2;8;4.00;1.41
CP94012;940818;NERECAST;2;3;1.50;0.71
CP94012;940818;ODOSXSP1;2;5;2.50;2.12
CP94012;940818;ODOSXSP2;1;1;1.00;.
CP94012;940818;OPHIFILO;1;4;4.00;.
CP94012;940818;OXYUSMIT;2;97;48.50;12.02
CP94012;940818;PARALUTE;1;1;1.00;.
CP94012;940818;PECTGOUL;2;26;13.00;11.31
CP94012;940818;PHASSTRO;2;9;4.50;0.71
CP94012;940818;PHORARCH;2;28;14.00;1.41
CP94012;940818;PISTPALM;1;1;1.00;.
CP94012;940818;PODAOBSC;1;1;1.00;.
CP94012;940818;PORIXSP3;2;2;1.00;0.00
CP94012;940818;PRIOHETE;1;5;5.00;.
CP94012;940818;PRIOXSPP;1;1;1.00;.
CP94012;940818;RICTPUNC;2;6;3.00;0.00
CP94012;940818;SCOLRUBR;1;2;2.00;.
CP94012;940818;SPIOOCUL;2;3;1.50;0.71
CP94012;940818;SYLL1SP1;1;1;1.00;.
CP94012;940818;TELLVERS;2;2;1.00;0.00
CP94012;940818;TUBUXSP3;1;1;1.00;.
CP94012;940818;XXXXANTH;2;2;1.00;0.00
CP94012;940818;XXXXCHAE;1;1;1.00;.
CP94012;940818;XXXXNEMA;2;2;1.00;0.00
CP94012;940818;XXXXTUBI;2;2;1.00;0.00
CP94013;940818;ACTECANA;1;2;2.00;.
CP94013;940818;AMPEABDI;1;2;2.00;.
CP94013;940818;AMPEVADO;1;1;1.00;.
CP94013;940818;AMYGPAPY;2;17;8.50;2.12
CP94013;940818;ASTYLUNA;1;2;2.00;.
CP94013;940818;AXIOSQUA;2;8;4.00;2.83
CP94013;940818;BRACEXUS;2;19;9.50;4.95
CP94013;940818;BRANAREN;1;7;7.00;.
CP94013;940818;BULLSTRI;1;4;4.00;.
CP94013;940818;CAECPULC;2;196;98.00;19.80
CP94013;940818;CALLBREV;1;2;2.00;.
CP94013;940818;CAPICAPI;2;8;4.00;2.83
CP94013;940818;CAPIJONE;2;6;3.00;1.41
CP94013;940818;CHIOCANC;2;3;1.50;0.71
CP94013;940818;CHONXSP1;2;4;2.00;0.00
CP94013;940818;CONOTENU;1;1;1.00;.
CP94013;940818;COROBACO;1;70;70.00;.
CP94013;940818;CREPXSPP;1;1;1.00;.
CP94013;940818;CYCLVARI;1;1;1.00;.
CP94013;940818;DEMOMICR;1;4;4.00;.
CP94013;940818;DEMOXXSP;1;2;2.00;.
CP94013;940818;DIOPCUPR;2;16;8.00;4.24
CP94013;940818;DYNAXXSP;1;1;1.00;.
CP94013;940818;EMPLXSP1;2;11;5.50;2.12
CP94013;940818;ERICBRAS;2;37;18.50;16.26
CP94013;940818;ERYCXSP1;1;3;3.00;.
CP94013;940818;EULIXSP1;1;2;2.00;.
CP94013;940818;GITATORT;1;4;4.00;.
CP94013;940818;GLYCAMER;1;1;1.00;.
CP94013;940818;GLYCSOLI;2;3;1.50;0.71
CP94013;940818;GRANBONN;1;3;3.00;.
CP94013;940818;GRUBCLAV;1;5;5.00;.
CP94013;940818;HAMISUCC;1;1;1.00;.
CP94013;940818;KINBSIMO;1;1;1.00;.
CP94013;940818;LAEVMORT;1;1;1.00;.
CP94013;940818;LIMNRUBI;1;8;8.00;.
CP94013;940818;LISTBARN;2;5;2.50;2.12
CP94013;940818;LONGCREN;2;17;8.50;4.95
CP94013;940818;LYSIALBA;2;10;5.00;5.66
CP94013;940818;MEDIAMBI;2;19;9.50;0.71
CP94013;940818;MEDIXSPP;2;16;8.00;7.07
CP94013;940818;MOLGOCCI;1;1;1.00;.
CP94013;940818;MULILATE;2;3;1.50;0.71
CP94013;940818;NASSVIBE;2;4;2.00;0.00
CP94013;940818;NERECAST;1;1;1.00;.
CP94013;940818;NOTOHEMI;1;1;1.00;.
CP94013;940818;NUCUPROX;2;2;1.00;0.00
CP94013;940818;ODONENOP;1;2;2.00;.
CP94013;940818;ODONXSPP;1;2;2.00;.
CP94013;940818;ODOSXSP1;1;1;1.00;.
CP94013;940818;OPHIFILO;2;5;2.50;0.71
CP94013;940818;OXYUSMIT;2;18;9.00;2.83
CP94013;940818;PAGUMACL;1;1;1.00;.
CP94013;940818;PARALUTE;1;7;7.00;.
CP94013;940818;PARAPINN;1;1;1.00;.
CP94013;940818;PECTGOUL;2;116;58.00;5.66
CP94013;940818;PHASSTRO;2;24;12.00;2.83
CP94013;940818;PHORARCH;2;39;19.50;9.19
CP94013;940818;PISTPALM;2;3;1.50;0.71
CP94013;940818;PODAOBSC;2;5;2.50;2.12
CP94013;940818;POLYCORN;1;33;33.00;.
CP94013;940818;PORIXSP3;2;2;1.00;0.00
CP94013;940818;PRIOHETE;1;2;2.00;.
CP94013;940818;PRIOPERK;1;2;2.00;.
CP94013;940818;RICTPUNC;2;2;1.00;0.00
CP94013;940818;SCOLETEX;2;21;10.50;0.71
CP94013;940818;SCOLRUBR;2;5;2.50;2.12
CP94013;940818;SPIOOCUL;2;16;8.00;4.24
CP94013;940818;STREBENE;1;1;1.00;.
CP94013;940818;SYLL1SP1;1;1;1.00;.
CP94013;940818;TELLVERS;2;5;2.50;0.71
CP94013;940818;TUBUXSP3;2;9;4.50;4.95
CP94013;940818;XXXXANTH;1;1;1.00;.
CP94013;940818;XXXXCHAE;1;1;1.00;.
CP94013;940818;XXXXHESI;1;1;1.00;.
CP94013;940818;XXXXNEMA;2;2;1.00;0.00
CP94013;940818;XXXXNERE;1;1;1.00;.
CP94013;940818;XXXXONUP;1;2;2.00;.
CP94013;940818;XXXXSPIR;1;1;1.00;.
CP94013;940818;XXXXTERE;2;2;1.00;0.00
CP94013;940818;XXXXTUBI;2;5;2.50;0.71
CP94014;940818;ACTECANA;1;1;1.00;.
CP94014;940818;ALPHNORM;1;1;1.00;.
CP94014;940818;AMPHTHRO;1;1;1.00;.
CP94014;940818;AMYGPAPY;1;1;1.00;.
CP94014;940818;AXIOMUCO;1;1;1.00;.
CP94014;940818;AXIOSQUA;1;1;1.00;.
CP94014;940818;BOWEGRAC;1;1;1.00;.
CP94014;940818;BRANAMER;1;6;6.00;.
CP94014;940818;BRANAREN;1;12;12.00;.
CP94014;940818;BULLSTRI;1;2;2.00;.
CP94014;940818;CAECPULC;2;73;36.50;50.20
CP94014;940818;CARIXSP2;1;3;3.00;.
CP94014;940818;CERIMUSC;1;1;1.00;.
CP94014;940818;COROBACO;2;9;4.50;4.95
CP94014;940818;CYMACOMP;1;16;16.00;.
CP94014;940818;DEMOMICR;1;1;1.00;.
CP94014;940818;DIOPCUPR;1;1;1.00;.
CP94014;940818;DORVRUDO;1;6;6.00;.
CP94014;940818;DYNAXXSP;1;8;8.00;.
CP94014;940818;ERYCXSP1;1;1;1.00;.
CP94014;940818;EXOGDISP;1;1;1.00;.
CP94014;940818;FABRTRIL;2;27;13.50;12.02
CP94014;940818;FABRXSP1;1;1;1.00;.
CP94014;940818;FABRXSP2;1;1;1.00;.
CP94014;940818;FABRXSP3;1;7;7.00;.
CP94014;940818;GITATORT;1;3;3.00;.
CP94014;940818;GRANBONN;1;71;71.00;.
CP94014;940818;LEPTCRAS;1;3;3.00;.
CP94014;940818;LYSIALBA;1;116;116.00;.
CP94014;940818;MARPSANG;1;1;1.00;.
CP94014;940818;MEDIAMBI;2;3;1.50;0.71
CP94014;940818;MELIMACU;1;1;1.00;.
CP94014;940818;MOLGOCCI;1;2;2.00;.
CP94014;940818;MONTDORS;1;6;6.00;.
CP94014;940818;OPHIRUBR;1;30;30.00;.
CP94014;940818;PARALUTE;1;3;3.00;.
CP94014;940818;PHORARCH;1;1;1.00;.
CP94014;940818;PODALEVI;1;2;2.00;.
CP94014;940818;PODAOBSC;2;3;1.50;0.71
CP94014;940818;POLYCORN;1;9;9.00;.
CP94014;940818;PORIXSP5;2;8;4.00;2.83
CP94014;940818;PRUNAPIC;2;2;1.00;0.00
CP94014;940818;SCOLETEX;1;1;1.00;.
CP94014;940818;SCRUXXSP;1;1;1.00;.
CP94014;940818;SPIOOCUL;1;1;1.00;.
CP94014;940818;STREBENE;1;4;4.00;.
CP94014;940818;STREHART;2;8;4.00;2.83
CP94014;940818;SYLL1SP1;1;4;4.00;.
CP94014;940818;SYLL1SP2;1;2;2.00;.
CP94014;940818;VITRXXSP;1;1;1.00;.
CP94014;940818;XXX4AMPH;1;1;1.00;.
CP94014;940818;XXXXNEMA;2;2;1.00;0.00
CP94014;940818;XXXXTUBI;1;3;3.00;.
CP94015;.; ;0;.;.;.
CP94016;940808;COELXSPP;1;1;1.00;.
CP94016;940808;LIMNHOFF;1;3;3.00;.
CP94016;940808;LITTMONR;2;13;6.50;2.12
CP94016;940808;MYTILEUC;1;3;3.00;.
CP94016;940808;RANGCUNE;1;1;1.00;.
CP94016;940808;XXXXBIVA;1;1;1.00;.
CP94016;940808;XXXXTUBI;1;1;1.00;.
CP94017;940809;ETEOHETE;1;1;1.00;.
CP94017;940809;GRANBONN;1;1;1.00;.
CP94017;940809;STREBENE;2;15;7.50;7.78
CP94017;940809;XXXXNEMA;1;1;1.00;.
CP94018;940811;CAECSTRI;2;10;5.00;1.41
CP94018;940811;CHIRSTEN;2;13;6.50;2.12
CP94018;940811;CRASDUPL;1;1;1.00;.
CP94018;940811;DISCUMBE;1;1;1.00;.
CP94018;940811;EMPLXSP1;1;2;2.00;.
CP94018;940811;HEMIROSE;2;5;2.50;0.71
CP94018;940811;HETEXXSP;1;1;1.00;.
CP94018;940811;MAERXXSP;2;2;1.00;0.00
CP94018;940811;MEMBARBO;1;1;1.00;.
CP94018;940811;MICRXXSP;1;1;1.00;.
CP94018;940811;PLEUTRID;2;14;7.00;5.66
CP94018;940811;PODAXSP1;2;113;56.50;7.78
CP94018;940811;PSEUPAUC;2;5;2.50;0.71
CP94018;940811;SABEXSP1;1;1;1.00;.
CP94018;940811;SPISSOLI;1;1;1.00;.
CP94018;940811;XXXXANTH;1;1;1.00;.
CP94018;940811;XXXXECHI;2;5;2.50;0.71
CP94018;940811;XXXXMYSI;1;1;1.00;.
CP94018;940811;XXXXNEMA;2;2;1.00;0.00
CP94018;940811;XXXXONUP;1;1;1.00;.
CP94019;940811;ALPHXXSP;1;1;1.00;.
CP94019;940811;AMPEVADO;1;3;3.00;.
CP94019;940811;ANADTRAN;1;1;1.00;.
CP94019;940811;APSEXXSP;1;1;1.00;.
CP94019;940811;ARMAMACU;2;2;1.00;0.00
CP94019;940811;AUTOXSPP;1;1;1.00;.
CP94019;940811;AXIOSQUA;2;2;1.00;0.00
CP94019;940811;BALAVENU;1;2;2.00;.
CP94019;940811;BALAXSPP;2;279;139.50;163.34
CP94019;940811;BATECATH;1;7;7.00;.
CP94019;940811;BOCCHAMA;1;1;1.00;.
CP94019;940811;BOGUENIG;1;1;1.00;.
CP94019;940811;BRANWELL;2;14;7.00;2.83
CP94019;940811;BUGUNERI;1;1;1.00;.
CP94019;940811;CARIXSP1;1;1;1.00;.
CP94019;940811;CAULXSP1;2;5;2.50;0.71
CP94019;940811;CAULXSP2;2;5;2.50;2.12
CP94019;940811;CAULXSP3;2;14;7.00;8.49
CP94019;940811;CHEIXSP3;1;1;1.00;.
CP94019;940811;CHEIXSP4;1;1;1.00;.
CP94019;940811;CONOTENU;2;2;1.00;0.00
CP94019;940811;CORBSWIF;2;4;2.00;0.00
CP94019;940811;CRASLUNU;2;3;1.50;0.71
CP94019;940811;CREPXSPP;1;1;1.00;.
CP94019;940811;CTENXSP2;1;1;1.00;.
CP94019;940811;DIOPCUPR;1;1;1.00;.
CP94019;940811;DIPOBARB;1;2;2.00;.
CP94019;940811;DIPOSOCI;1;1;1.00;.
CP94019;940811;ELASLEVI;1;3;3.00;.
CP94019;940811;EMPLXSP1;1;1;1.00;.
CP94019;940811;EOBRSPIN;1;2;2.00;.
CP94019;940811;EUCEPRAE;1;1;1.00;.
CP94019;940811;EUMISANG;2;8;4.00;2.83
CP94019;940811;EXOGDISP;2;18;9.00;11.31
CP94019;940811;GLOBSMIT;1;2;2.00;.
CP94019;940811;GRUBCLAV;1;7;7.00;.
CP94019;940811;HAPLXXSP;1;1;1.00;.
CP94019;940811;HEMIELON;1;2;2.00;.
CP94019;940811;KUPEXSP1;1;1;1.00;.
CP94019;940811;LEPTSERR;1;1;1.00;.
CP94019;940811;LINEXSP6;1;1;1.00;.
CP94019;940811;LIOBCAST;1;1;1.00;.
CP94019;940811;LOIMMEDU;1;1;1.00;.
CP94019;940811;MEDICALI;1;1;1.00;.
CP94019;940811;MEMBARBO;2;2;1.00;0.00
CP94019;940811;MEMBTUBE;1;1;1.00;.
CP94019;940811;MODISQUA;1;3;3.00;.
CP94019;940811;NEANMICR;2;23;11.50;3.54
CP94019;940811;NEANSUCC;1;2;2.00;.
CP94019;940811;NEANXSPP;1;4;4.00;.
CP94019;940811;NOETPOND;1;1;1.00;.
CP94019;940811;NUCUPROX;2;30;15.00;5.66
CP94019;940811;OPHIFILO;1;1;1.00;.
CP94019;940811;OSTREQUE;1;2;2.00;.
CP94019;940811;PAGUANNU;1;1;1.00;.
CP94019;940811;PAGUPOLL;1;1;1.00;.
CP94019;940811;PANOHERB;1;2;2.00;.
CP94019;940811;PODAXSPP;2;3;1.50;0.71
CP94019;940811;POLYCORN;1;1;1.00;.
CP94019;940811;POLYCSPP;2;28;14.00;15.56
CP94019;940811;POLYDSPP;1;4;4.00;.
CP94019;940811;POLYGSPP;1;1;1.00;.
CP94019;940811;PORIXSP2;1;1;1.00;.
CP94019;940811;PORIXSP6;1;1;1.00;.
CP94019;940811;PRIOCRIS;2;16;8.00;5.66
CP94019;940811;PRIOPERK;2;2;1.00;0.00
CP94019;940811;PSEUPAUC;1;1;1.00;.
CP94019;940811;PSEUTORT;1;2;2.00;.
CP94019;940811;SABEFLOR;1;1;1.00;.
CP94019;940811;SABEVULG;1;4;4.00;.
CP94019;940811;SABEXSP1;1;1;1.00;.
CP94019;940811;SABEXSPP;1;2;2.00;.
CP94019;940811;SCHIUNIC;1;1;1.00;.
CP94019;940811;SEILADAM;1;1;1.00;.
CP94019;940811;SPHEANTI;1;4;4.00;.
CP94019;940811;SPIOBOMB;2;5;2.50;2.12
CP94019;940811;STHEBOA_;1;1;1.00;.
CP94019;940811;STREPETT;1;3;3.00;.
CP94019;940811;STREVERR;1;3;3.00;.
CP94019;940811;SYLLFLOR;1;1;1.00;.
CP94019;940811;SYLLGRAC;1;1;1.00;.
CP94019;940811;TECTXXSP;1;1;1.00;.
CP94019;940811;TELLVERS;2;2;1.00;0.00
CP94019;940811;TUBUXSP1;2;9;4.50;0.71
CP94019;940811;UNCIXXSP;2;4;2.00;1.41
CP94019;940811;XXX2HYDR;1;1;1.00;.
CP94019;940811;XXXXANTH;2;40;20.00;15.56
CP94019;940811;XXXXCIRR;1;2;2.00;.
CP94019;940811;XXXXENTO;2;2;1.00;0.00
CP94019;940811;XXXXNEMA;2;2;1.00;0.00
CP94019;940811;XXXXPHYL;1;1;1.00;.
CP94019;940811;XXXXPINN;1;1;1.00;.
CP94019;940811;XXXXTUBI;1;2;2.00;.
CP94020;940803;ABRAAEQU;1;4;4.00;.
CP94020;940803;AMASCAPE;1;4;4.00;.
CP94020;940803;AMPEXSPP;4;12;3.00;2.00
CP94020;940803;ANCICARO;2;2;1.00;0.00
CP94020;940803;APHEMARI;1;1;1.00;.
CP94020;940803;ARABIRIC;1;1;1.00;.
CP94020;940803;ARICFRAG;1;1;1.00;.
CP94020;940803;BATECATH;1;11;11.00;.
CP94020;940803;BIFFBIFO;3;3;1.00;0.00
CP94020;940803;BUGUNERI;2;2;1.00;0.00
CP94020;940803;CLYMTORQ;3;11;3.67;3.79
CP94020;940803;CORBCONT;1;1;1.00;.
CP94020;940803;COROXSPP;1;1;1.00;.
CP94020;940803;CRASVIRG;1;1;1.00;.
CP94020;940803;DORIOBSC;1;1;1.00;.
CP94020;940803;EDOTTRIL;1;1;1.00;.
CP94020;940803;GLYCXSPP;2;3;1.50;0.71
CP94020;940803;GLYCXXSP;1;2;2.00;.
CP94020;940803;HEMIELON;4;14;3.50;2.65
CP94020;940803;LEITFRAG;1;2;2.00;.
CP94020;940803;LEPISUBL;2;3;1.50;0.71
CP94020;940803;LEPTSERR;1;1;1.00;.
CP94020;940803;LEPTTENU;1;1;1.00;.
CP94020;940803;LEUCAMER;1;1;1.00;.
CP94020;940803;LISTBARN;1;1;1.00;.
CP94020;940803;LISTCLYM;3;21;7.00;7.81
CP94020;940803;LOIMVIRI;2;4;2.00;0.00
CP94020;940803;MAGEPHYL;3;6;2.00;1.00
CP94020;940803;MALMXXSP;4;13;3.25;1.26
CP94020;940803;MEDIXSPP;3;4;1.33;0.58
CP94020;940803;MICRGRAC;4;98;24.50;4.80
CP94020;940803;MONTDORS;3;30;10.00;12.29
CP94020;940803;NASSACUT;4;9;2.25;1.50
CP94020;940803;NASSTRIV;2;2;1.00;0.00
CP94020;940803;NATIPUSI;1;1;1.00;.
CP94020;940803;NEANMICR;2;3;1.50;0.71
CP94020;940803;NEANSUCC;4;41;10.25;3.77
CP94020;940803;NUCUPROX;4;24;6.00;4.24
CP94020;940803;ODOSLAEV;1;1;1.00;.
CP94020;940803;OXYUSMIT;2;3;1.50;0.71
CP94020;940803;PAGUXXSP;2;2;1.00;0.00
CP94020;940803;PARAPINN;3;4;1.33;0.58
CP94020;940803;PARVOBES;2;3;1.50;0.71
CP94020;940803;PECTGOUL;1;1;1.00;.
CP94020;940803;PETRPHOL;1;1;1.00;.
CP94020;940803;PHORARCH;3;13;4.33;2.08
CP94020;940803;PHYLAREN;2;5;2.50;0.71
CP94020;940803;PINNSAYA;3;11;3.67;3.79
CP94020;940803;PODALEVI;2;2;1.00;0.00
CP94020;940803;POLYDSPP;1;1;1.00;.
CP94020;940803;PRIOPERK;1;2;2.00;.
CP94020;940803;SABEVULG;4;161;40.25;39.23
CP94020;940803;SACCKOWA;1;1;1.00;.
CP94020;940803;SCOLTENU;1;4;4.00;.
CP94020;940803;SIGATENT;2;3;1.50;0.71
CP94020;940803;SPIOBOMB;1;1;1.00;.
CP94020;940803;SPIOMISS;2;3;1.50;0.71
CP94020;940803;SPIOOCUL;1;1;1.00;.
CP94020;940803;STHELIMI;2;2;1.00;0.00
CP94020;940803;TELLTEXA;4;14;3.50;3.00
CP94020;940803;TERECONC;1;1;1.00;.
CP94020;940803;XXX1AMPH;1;1;1.00;.
CP94020;940803;XXX2OSTR;1;1;1.00;.
CP94020;940803;XXX2POLY;1;3;3.00;.
CP94020;940803;XXXXANTH;1;2;2.00;.
CP94020;940803;XXXXBIVA;1;2;2.00;.
CP94020;940803;XXXXCALL;2;3;1.50;0.71
CP94020;940803;XXXXGALE;4;11;2.75;1.71
CP94020;940803;XXXXMALD;4;11;2.75;1.71
CP94020;940803;XXXXNEME;3;18;6.00;3.46
CP94020;940803;XXXXOLIG;1;1;1.00;.
CP94020;940803;XXXXSPIO;2;2;1.00;0.00
CP94020;940803;XXXXTURB;3;10;3.33;2.52
CP94021;940802;ABRAAEQU;3;6;2.00;1.73
CP94021;940802;ALPHHETE;1;1;1.00;.
CP94021;940802;AMASCAPE;1;1;1.00;.
CP94021;940802;AMPEVADO;3;20;6.67;8.08
CP94021;940802;AMPEXSPP;3;52;17.33;18.58
CP94021;940802;AMPHAMER;1;1;1.00;.
CP94021;940802;ANADXSPP;2;4;2.00;0.00
CP94021;940802;APHEMARI;2;3;1.50;0.71
CP94021;940802;ARABIRIC;2;4;2.00;1.41
CP94021;940802;ARABMUTA;1;2;2.00;.
CP94021;940802;ARICFRAG;1;1;1.00;.
CP94021;940802;BOWMXSPP;1;1;1.00;.
CP94021;940802;BRACEXUS;2;3;1.50;0.71
CP94021;940802;BRANXSPP;1;1;1.00;.
CP94021;940802;BUGUXSPP;1;1;1.00;.
CP94021;940802;CERATUBU;1;1;1.00;.
CP94021;940802;CIRRBRAN;1;1;1.00;.
CP94021;940802;CLYMTORQ;2;3;1.50;0.71
CP94021;940802;CORBCONT;1;1;1.00;.
CP94021;940802;COROXSPP;2;2;1.00;0.00
CP94021;940802;CYATBURB;1;1;1.00;.
CP94021;940802;DIPOSOCI;2;3;1.50;0.71
CP94021;940802;EDOTTRIL;2;6;3.00;0.00
CP94021;940802;ENOPSANG;1;3;3.00;.
CP94021;940802;ETEOHETE;3;6;2.00;1.00
CP94021;940802;EUMISANG;2;2;1.00;0.00
CP94021;940802;EUPOXSPP;3;3;1.00;0.00
CP94021;940802;EXOGDISP;3;76;25.33;4.51
CP94021;940802;GLYCAMER;3;9;3.00;2.00
CP94021;940802;GLYCXSPP;1;1;1.00;.
CP94021;940802;HEMIELON;2;11;5.50;4.95
CP94021;940802;HEXAANGU;2;3;1.50;0.71
CP94021;940802;HIATARCT;2;6;3.00;2.83
CP94021;940802;HYDRDIAN;1;1;1.00;.
CP94021;940802;LEITXSPP;1;1;1.00;.
